record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
risk-en-0018,Credit Risk Management in Ghanaian Commercial Banks,Michael Nyarko-Baasi,en,2013,Unknown,,Securities & Investment Banking,Risk Management,practice,credit risk management,unknown,draft
risk-en-0019,Social Media Marketing Risk Management for Safety and Profit,Anthony ón,en,2012,Unknown,,Securities & Investment Banking,Risk Management,practice,market risk management,unknown,draft
risk-en-0020,Risk Management in Volatile Financial Markets,Franco Bruni; D.E. Fair; Richard O'Brien,en,2012,Unknown,,Securities & Investment Banking,Risk Management,practice,market risk management,unknown,draft
risk-en-0021,Handbook of Credit Risk Management,Diane Coogan-Pushner; Sylvain Bouteille,en,2012,Unknown,,Securities & Investment Banking,Risk Management,practice,credit risk management,unknown,draft
risk-en-0022,The Handbook Of Credit Risk Management Originating Assessing And Managing Credit Exposures,Diane Coogan-Pushner,en,2012,Unknown,,Securities & Investment Banking,Risk Management,practice,credit risk management,unknown,draft
risk-en-0023,A Survey of Credit Risk Management Techniques : ,Loice Koskei,en,2012,Unknown,,Securities & Investment Banking,Risk Management,practice,credit risk management,unknown,draft
risk-en-0024,Essential mathematics for market risk management,Simon Hubbert,en,2011,Unknown,,Securities & Investment Banking,Risk Management,practice,market risk management,unknown,draft
risk-en-0025,Market Risk Management The GARP Risk Series,,en,2010,Unknown,,Securities & Investment Banking,Risk Management,practice,market risk management,unknown,draft
risk-ja-0001,世界一わかりやすい　リスクマネジメント集中講座（第２版）,勝俣良介,ja,2025,株式会社 オーム社,9784274233418,Securities & Investment Banking,Risk Management,practice,オペレーショナルリスク,unknown,draft
risk-ja-0002,流動性リスク管理の基礎と実務,栗谷修輔,ja,2025,Unknown,4322145558,Securities & Investment Banking,Risk Management,practice,流動性リスク LCR,unknown,draft
risk-ja-0003,リスクはじきに目を覚ます―――内部統制時代の与信管理,リスクモンスターデータ工場,ja,2025,ダイヤモンド・ビジネス企画,,Securities & Investment Banking,Risk Management,practice,信用ポートフォリオ,unknown,draft
risk-ja-0004,市場リスク管理の基礎と実務,栗谷修輔,ja,2024,金融財政事情研究会,4322143369,Securities & Investment Banking,Risk Management,practice,市場リスク 管理,unknown,draft
risk-ja-0005,リスクパイオニア,Fouad Sabry,ja,2024,10億人の知識があります [Japanese],,Securities & Investment Banking,Risk Management,practice,市場リスク 管理,unknown,draft
risk-ja-0006,資本市場とリスク管理,藤井健司,ja,2024,日販アイ・ピー・エス株式会社,,Securities & Investment Banking,Risk Management,practice,オペレーショナルリスク,unknown,draft
risk-ja-0007,これだけは知っておきたいリスクマネジメントと危機管理ガイドブック,東京海上ディーアール㈱,ja,2022,同文舘出版,,Securities & Investment Banking,Risk Management,practice,オペレーショナルリスク,unknown,draft
risk-ja-0008,リスク、不確実性、人類の不覚,植村修一,ja,2022,日経BP,,Securities & Investment Banking,Risk Management,practice,ストレステスト 銀行,unknown,draft
risk-ja-0009,現場の判断、経営の決断　宇宙開発に見るリスク対応,山浦雄一,ja,2020,日経BP,,Securities & Investment Banking,Risk Management,practice,エンタープライズリスク,unknown,draft
risk-ja-0010,調達・購買・財務担当者のための 原材料価格のリスクマネジメント,大崎将行,ja,2018,ダイヤモンド社,,Securities & Investment Banking,Risk Management,practice,市場リスク 管理,unknown,draft
risk-ja-0011,事業者必携 いざというときに役立つ　リスクマネジメントの法律知識と対策,,ja,2015,三修社,9784384046366,Securities & Investment Banking,Risk Management,practice,信用リスク 管理,unknown,draft
risk-ja-0012,現代リスクと保険理論,堀田　一吉,ja,2014,東洋経済新報社,9784492701393,Securities & Investment Banking,Risk Management,practice,信用リスク 管理,unknown,draft
risk-ja-0013,国債リスク　金利が上昇するとき,森田　長太郎,ja,2014,東洋経済新報社,9784492733097,Securities & Investment Banking,Risk Management,practice,金利リスク 銀行,unknown,draft
risk-ja-0014,リスク社会の羅針盤！ すべては統計にまかせなさい,藤澤陽介,ja,2014,PHP研究所,9784569816821,Securities & Investment Banking,Risk Management,practice,リスク管理 入門,unknown,draft
risk-ja-0015,ディシプリンド・アジャイル・デリバリー エンタープライズ・アジャイル実践ガイド,Scott W. Ambler; Mark Lines,ja,2013,翔泳社,9784798131122,Securities & Investment Banking,Risk Management,practice,エンタープライズリスク,unknown,draft
risk-ja-0016,図解ひとめでわかるリスクマネジメント(第2版),仁木一彦,ja,2012,東洋経済新報社,9784492093009,Securities & Investment Banking,Risk Management,practice,RWA 計測,unknown,draft
risk-ja-0017,バーゼルIIIの衝撃,大山剛,ja,2011,東洋経済新報社,9784492654392,Securities & Investment Banking,Risk Management,practice,市場リスク 管理,unknown,draft
risk-ja-0018,金融機関等のシステムリスク管理入門,金融情報システムセンター,ja,2008,Unknown,,Securities & Investment Banking,Risk Management,practice,リスク管理 入門,unknown,draft
risk-ja-0019,格付会社の研究,黒沢　義孝,ja,2007,東洋経済新報社,9784492654095,Securities & Investment Banking,Risk Management,practice,内部格付手法,unknown,draft
risk-ja-0020,週刋金融財政事情,,ja,2007,Unknown,,Securities & Investment Banking,Risk Management,practice,リスク管理 入門,unknown,draft
pm-en-0001,Patent Portfolio Management,Simone Frattasi; Jean-Claude A. Ho,en,2023,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0002,Security Analysis and Portfolio Management Book - Security Analysis and Portfolio Management,Devendra Shamkant; Manish Jawle,en,2021,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0003,Modern Portfolio Management,Todd E. Petzel,en,2021,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0004,Advanced Portfolio Management,Giuseppe A. Paleologo,en,2021,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0005,"Portfolio Management in Practice, Volume 3",CFA Institute,en,2020,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0006,CFA Level1 : Portfolio Management,M. Imran Ahsan,en,2020,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0007,Quantitative Portfolio Management,Pierre Brugière,en,2020,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0008,How Portfolio Managers Swear Coloring Book,Rachel Lane,en,2019,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0009,Application portfolio management,Gerardus Blokdyk,en,2018,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0010,Dynamic Portfolio Management,"Roger Warburton,Stephen Kay",en,2018,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0011,Pioneering Portfolio Management,David F. Swensen,en,2017,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0012,Portfolio Management Guide,Shashank Rathore,en,2017,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0013,Investment and portfolio management,Ian Pagdin,en,2017,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0014,Portfolio Manager,Paul BlueFord,en,2016,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0015,Portfolio management,Ginger Levin; John Wyzalek,en,2014,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0016,Project Portfolio Management : Portfolio Management,Robert Benda,en,2014,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0017,Multicriteria portfolio management,Panos Xidonas,en,2012,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0018,Investment analysis & portfolio management,Frank K. Reilly,en,2012,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0019,Portfolio Management Essentials,James T Brown,en,2010,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0020,Agile portfolio management,Jochen Krebs,en,2008,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0021,Guide to portfolio management,Clifford G. Dow,en,2008,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0022,Strategic Portfolio Management,David Williams; Steven Winkworth; Tim Parr,en,2008,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0023,Project portfolio management,Shan Rajegopal; Philip McGuin; James Waller,en,2007,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0024,Portfolio Management Handbook,Robert A. Strong,en,2005,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-en-0025,IT project portfolio management,Stephen S. Bonham,en,2004,Unknown,,Asset Management,Portfolio Management,practice,portfolio management,unknown,draft
pm-ja-0001,堅実で安心！！イチから知りたいインデックス投資と配当株分散投資術,大洋図書,ja,2025,大洋図書,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0002,普通の会社員のための高配当株×インデックス 二刀流投資術 - 自動的に年収プラス100万円を目指す -,プラズマコイ,ja,2025,ワニブックス,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0003,"「増配」株投資　年1,075万円もらう資産3.7億円の投資家が教える！",ヘム,ja,2025,KADOKAWA,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0004,高配当10倍株投資　「高利回り×高成長」で資産を4倍速で増やす！,児玉　一希,ja,2024,KADOKAWA,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0005,負けない米国株投資術　米ヘッジファンドの勝ち方で資産を増やす！,まりーさん,ja,2024,KADOKAWA,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0006,資産が自動的に増えるインデックス投資入門　現役クオンツがやさしく教える,冨島佑允,ja,2022,日本実業出版社,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0007,確定拠出年金入門　2022年版,日本証券業協会,ja,2022,日本証券業協会,,Asset Management,Portfolio Management,practice,年金運用,unknown,draft
pm-ja-0008,100％ムックシリーズ 完全ガイドシリーズ255　投資信託完全ガイド,晋遊舎,ja,2019,晋遊舎,,Asset Management,Portfolio Management,practice,資産配分,unknown,draft
pm-ja-0009,図解 年金のしくみ（第６版）,みずほ総合研究所,ja,2015,東洋経済新報社,9784492093214,Asset Management,Portfolio Management,practice,年金運用,unknown,draft
pm-ja-0010,新NISA対応！ ラクにお金を増やせる最強のインデックス投資,NightWalker,ja,2000,ぱる出版,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0011,世界一ラクなお金の増やし方 #インデックス投資はじめました,NightWalker,ja,2000,ぱる出版,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0012,3000万円をつくる投資信託術,竹川美奈子,ja,2000,株式会社朝日新聞出版,,Asset Management,Portfolio Management,practice,インデックス投資,unknown,draft
pm-ja-0013,確定拠出年金入門　2020年版,日本証券業協会,ja,2000,日本証券業協会,,Asset Management,Portfolio Management,practice,年金運用,unknown,draft
pm-ja-0014,産業上の年金制度に関する研究,,ja,2000,Unknown,,Asset Management,Portfolio Management,practice,年金運用,unknown,draft
pm-ja-0015,ESG経営の展開,佐久間信夫; 矢口義教; 山田雅俊,ja,2000,同文舘出版,,Asset Management,Portfolio Management,practice,,unknown,draft
pm-ja-0016,ポートフォリオ・マネジメントで一生お金に困らない人になる！,高衣紗彩,ja,2000,すばる舎,,Asset Management,Portfolio Management,practice,,unknown,draft
pm-ja-0017,レジリエンス時代の最適ポートフォリオ戦略,PwCJapanグループ,ja,2000,ダイヤモンド社,,Asset Management,Portfolio Management,practice,,unknown,draft
pm-ja-0018,環境投資のジレンマ　反ESGの流れはどこに向かうのか,山下真一,ja,2000,日経BP,,Asset Management,Portfolio Management,practice,,unknown,draft
pm-ja-0019,AIによるESG評価,中尾悠利子; 石野亜耶; 國部克彦,ja,2000,同文舘出版,,Asset Management,Portfolio Management,practice,,unknown,draft
pm-ja-0020,図解ﾎﾟｹｯﾄESGがよくわかる本,粟生木千佳; 森尚樹; 鮫島弘光,ja,2000,秀和システム,,Asset Management,Portfolio Management,practice,,unknown,draft
esg-en-0001,"Environmental, Social, and Governance (ESG) Investment and Reporting",Michaela Bednárová; Kullapa Soratana,en,2025,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0002,ESG Investing,Lad Custom Publishing Inc.,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0003,Environmental Technology Innovation and ESG Investment,Sumiko Takaoka,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0004,Integrating ESG in Systematic Investing,Arik Ben Dor; Albert Desclee; Lev Dynkin,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0005,Measuring ESG Effects in Systematic Investing,Arik Ben Dor; Albert Desclee; Lev Dynkin,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0006,Sustainable Investing Problems Solutiohb : Sustainable Investing,SCHMIDT,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0007,Puzzle of Sustainable Investment,Lukasz Pomorski,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0008,Sustainably Investing in Digital Assets Globally,Selva Ozelli,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0009,Harnessing Blockchain-Digital Twin Fusion for Sustainable Investments,Jafar; Rodriguez; Kannan,en,2024,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0010,ESG Evolution,Raana Imtiaz Khan,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0011,Sustainable Investing in Practice,Simon Smiles; James Purcell,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0012,Profitable and Sustainable Real Estate Investing,Suhail Y Tayeb,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0013,Pension Funds and Sustainable Investment,Olivia Mitchell; P. Brett Hammond; Raimond Maurer,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0014,Sustainable Investments in Green Finance,Sanjay Taneja; Pawan Kumar; Simon Grima,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0015,Sustainability Business Investment Imp : Sustainability,HULTON,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0016,Sustainability,Alexander S. Preker; Diane Charlotte Simon,en,2023,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0017,Certificate in ESG Investing Curriculum,CFA Institute,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0018,ESG Investing Handbook,Becky O'Connor,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0019,"ESG Investment Outcomes, Performance Evaluation, and Attribution",Stephen Horan; Elroy Dimson; Clive Emery,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0020,Global ESG Disclosure Standards for Investment Products Handbook,CFA Institute,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0021,Sustainable,Terrence Keeley,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0022,Sustainable Investments,Joaquim Carlos Lourenço,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0023,Your Essential Guide to Sustainable Investing,Larry E Swedroe; Samuel C Adams,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,ESG investing,unknown,draft
esg-en-0024,Attracting Sustainable Investment,Saskia Vanderbent,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-en-0025,FDI Qualities Review of Jordan Strengthening Sustainable Investment,Organisation for Economic Co-operation and Development,en,2022,Unknown,,Asset Management,Stewardship/ESG,practice,sustainable investing,unknown,draft
esg-ja-0001,ESG経営の展開,佐久間信夫; 矢口義教; 山田雅俊,ja,2025,同文舘出版,,Asset Management,Stewardship/ESG,practice,スチュワードシップ,unknown,draft
esg-ja-0002,資本コストや株価を意識したコーポレートガバナンス,高辻成彦,ja,2025,日本能率協会マネジメントセンター,,Asset Management,Stewardship/ESG,practice,サステナブル投資,unknown,draft
esg-ja-0003,サステナビリティ基準がわかる,阪智香; 水口剛,ja,2025,日経BP,,Asset Management,Stewardship/ESG,practice,サステナブル投資,unknown,draft
esg-ja-0004,コーポレートガバナンス入門,太田洋,ja,2025,岩波書店,,Asset Management,Stewardship/ESG,practice,インパクト投資,unknown,draft
esg-ja-0005,５０００の事例から導き出した　日本企業最後の伸びしろ　人的資本経営大全,田中　弦,ja,2025,東洋経済新報社,9784492534816,Asset Management,Stewardship/ESG,practice,エンゲージメント 投資家,unknown,draft
esg-ja-0006,環境投資のジレンマ　反ESGの流れはどこに向かうのか,山下真一,ja,2024,日経BP,,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0007,サステナビリティとコーポレートファイナンス,砂川伸幸; 山口敦之,ja,2024,日経BP,,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0008,サステナブル投資,ジェームズ・パーセル; サイモン・スマイルズ,ja,2024,Unknown,4322143946,Asset Management,Stewardship/ESG,practice,サステナブル投資,unknown,draft
esg-ja-0009,G20/OECDコーポレートガバナンス原則2023,OECD,ja,2024,OECD Publishing,9789264402188,Asset Management,Stewardship/ESG,practice,エンゲージメント 投資家,unknown,draft
esg-ja-0010,AIによるESG評価,中尾悠利子; 石野亜耶; 國部克彦,ja,2023,同文舘出版,,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0011,図解ﾎﾟｹｯﾄESGがよくわかる本,粟生木千佳; 森尚樹; 鮫島弘光,ja,2022,秀和システム,9784798065885,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0012,ESGが生み出す選ばれるビジネス,水野雅弘,ja,2022,インプレス,9784295014317,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0013,SX サステナビリティ経営 実践編,ベイカレント・コンサルティングSXワーキンググループ; 則武譲二,ja,2022,日経BP,,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0014,ESGの奔流　日本に迫る危機,NIKKEIFinancial,ja,2022,日経BP,,Asset Management,Stewardship/ESG,practice,サステナブル投資,unknown,draft
esg-ja-0015,図解ポケット ESGがよくわかる本,森尚樹; 粟生木千佳; 鮫島弘光,ja,2022,秀和システム,,Asset Management,Stewardship/ESG,practice,エンゲージメント 投資家,unknown,draft
esg-ja-0016,「対話」による価値創造　ESG・統合報告・資本コストをめぐる企業と投資家の協創,菊池勝也; 東京海上アセットマネジメント,ja,2021,日経BP,,Asset Management,Stewardship/ESG,practice,スチュワードシップ,unknown,draft
esg-ja-0017,コーポレートガバナンス・コードの実務対応,PwCあらたコーポレートガバナンス強化支援チーム,ja,2021,Unknown,4502400114,Asset Management,Stewardship/ESG,practice,コーポレートガバナンス・コード,unknown,draft
esg-ja-0018,SXの時代　～究極の生き残り戦略としてのサステナビリティ経営,坂野俊哉; 磯貝友紀,ja,2021,日経BP,,Asset Management,Stewardship/ESG,practice,ESG 投資,unknown,draft
esg-ja-0019,最新 リスクマネジメント経営　レジリエントでサステナブルな社会の実現に向けて,MS＆ADインターリスク総研,ja,2021,日経BP,,Asset Management,Stewardship/ESG,practice,インパクト投資,unknown,draft
esg-ja-0020,「がん患者本位のエンゲージメント」を目指して～がん患者が社会で自分らしく生きるための3つのビジョン,「がん患者本位のエンゲージメント」を考える会,ja,2021,日経BP,,Asset Management,Stewardship/ESG,practice,エンゲージメント 投資家,unknown,draft
esg-ja-0021,日本企業のガバナンス改革,木ノ内敏久,ja,2020,日経BP,,Asset Management,Stewardship/ESG,practice,スチュワードシップ,unknown,draft
esg-ja-0022,サステナブル経営と資本市場,北川哲雄; 佐藤淑子; 松田千恵子,ja,2019,日経BP,,Asset Management,Stewardship/ESG,practice,サステナブル投資,unknown,draft
esg-ja-0023,コーポレートガバナンス・コードの読み方・考え方,中村直人; 倉橋雄作,ja,2018,Unknown,4785726814,Asset Management,Stewardship/ESG,practice,コーポレートガバナンス・コード,unknown,draft
esg-ja-0024,コーポレートガバナンス・コードの実践,武井一浩; 井口譲二; 石坂修,ja,2018,Unknown,4822255891,Asset Management,Stewardship/ESG,practice,コーポレートガバナンス・コード,unknown,draft
esg-ja-0025,コーポレートガバナンス・コードのすべて,中村慎二; 塚本英巨; 中野常道,ja,2017,Unknown,4785725303,Asset Management,Stewardship/ESG,practice,コーポレートガバナンス・コード,unknown,draft
maen-0001,Your Guide to Enhance Financial Advisory Practice : Success As a Financial Advisor for All Levels,Garry Lobstein,en,2021,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0002,U. S Environmental Protection Agency Environmental Financial Advisory Board,United States. Environmental Protection Agency.,en,2018,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0003,US EPA Environmental Financial Advisory Board October 28 - 29 2014 Corporation for Enterprise Development Washington DC,United States. Environmental Protection Agency.,en,2018,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0004,Selling Your Financial Advisory Practice,Emily Chiang,en,2017,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0005,Islamic Wealth Management and Financial Advisory:,Ruslinda Sulaiman; Ahchene Lahsasna; Maznita Mokhtar,en,2014,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0006,The Efficient Practice Transform And Optimize Your Financial Advisory Practice For Greater Profits,David L. Lawrence,en,2014,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0007,The 4 disciplines of execution,Chris McChesney,en,2012,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,M&A execution,unknown,draft
maen-0008,Practical M&a Execution and Integration,Michael McGrath,en,2011,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,M&A execution,unknown,draft
maen-0009,My First Two Years in Financial Advisory,Wong Kok Hoong Derek,en,2011,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0010,The Emyth Financial Advisor Why Most Financial Advisory Practices Dont Work And What To Do About It,Michael E. Gerber,en,2011,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0011,"Financial Intelligence Centre Act, 38 of 2001 ;  Financial Advisory and Intermediary Services Act, 37 of 2002",South Africa,en,2011,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0012,Financial advisory and intermediary services guide,Juanita Moolman,en,2010,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0013,Financial Reporting Advisory Board report for the period April 2009 to March 2010,Financial Reporting Advisory Board; Elwyn Eilledge,en,2010,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0014,How to Build Your Financial Advisory Business and Sell It at a Profit,Al Depman,en,2009,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0015,Winner's Circle V: Wealth Management Insights from America's Best Financial Advisory Teams (Winner's Circle: Wealth Management Insights from America's Best F Inancial Advisors),R. J. Shook,en,2008,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0016,Financial Reporting Advisory Board report for the period April 2006 to March 2007,Financial Reporting Advisory Board; Elwyn Eilledge,en,2007,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0017,"How to value, buy, or sell a financial advisory practice",Mark C. Tibergien; Owen Dahl,en,2006,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0018,Business advisory services,John Farrell,en,2006,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0019,Guide to ESOP Valuation and Financial Advisory Services,Robert P. Schweihs,en,2005,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0020,Financial Reporting Advisory Board,Financial Reporting Advisory Board; Elwyn Eilledge,en,2004,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0021,The Financial Reporting Advisory Board,Great Britain Parliament House of Commons,en,2003,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0022,The Financial Reporting Advisory Board to the Treasury,Great Britain. Parliament. House of Commons. Treasury.,en,2001,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0023,Report of the International Financial Institution Advisory Commission,International Financial Institution Advisory Commission.,en,2000,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0024,"MEDICAL ADVISORY SYSTEMS, INC",ICON Group Ltd.,en,2000,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maen-0025,Report of the Advisory Group on Transparency in Monetary and Financial Policies,Reserve Bank of India,en,2000,Unknown,,Securities & Investment Banking,M&A Execution/FA,practice,financial advisory,unknown,draft
maja-0001,M&Aコンサルタントという選択　なぜ、最高峰人材がM&A業界に集まるのか,森山智樹; 渡邊和久,ja,2025,クロスメディア・パブリッシング（インプレス）,9784295410492,Securities & Investment Banking,M&A Execution/FA,practice,M&A エグゼキューション,unknown,draft
maja-0002,闇と闇と光　THIS IS M&A ESSENTIAL,恵島良太郎,ja,2025,幻冬舎,,Securities & Investment Banking,M&A Execution/FA,practice,M&A プロセス管理,unknown,draft
maja-0003,企業の成長を見抜く　ビジネスデューデリジェンス入門　M&Aを成功させる事業性評価の秘訣,小笠原知洋,ja,2025,日経BP,,Securities & Investment Banking,M&A Execution/FA,practice,デューデリジェンス,unknown,draft
maja-0004,いまさら聞けない FAってなに?,岩崎敦; 平井涼真,ja,2024,中央経済社,4502483710,Securities & Investment Banking,M&A Execution/FA,practice,M&A エグゼキューション,unknown,draft
maja-0005,【事例研究】事業承継・M&A支援ガイドブック,岸田康雄,ja,2024,ロギカ書房,,Securities & Investment Banking,M&A Execution/FA,practice,M&A 実務,unknown,draft
maja-0006,専門家のための 中小PMI実践ガイドブック,事業承継支援コンサルティング研究会,ja,2024,ロギカ書房,,Securities & Investment Banking,M&A Execution/FA,practice,PMI 実務,unknown,draft
maja-0007,PMIの実務プロセス,木俣貴光; 三菱UFJリサーチ&コンサルティング株式会社,ja,2023,中央経済社,4502453013,Securities & Investment Banking,M&A Execution/FA,practice,PMI 実務,unknown,draft
maja-0008,中小企業のM&Aを成功に導くスモールPMI実務入門,寺嶋直史; 原田総介; 幡野康夫,ja,2023,中央経済社,4502457914,Securities & Investment Banking,M&A Execution/FA,practice,PMI 実務,unknown,draft
maja-0009,M&Aを成功に導く中小企業のPMI実践マニュアル,皿谷将,ja,2023,日本法令,4539729640,Securities & Investment Banking,M&A Execution/FA,practice,PMI 実務,unknown,draft
